KODE,NAMA_BAHAN,KATEGORI,SUMBER,AIR_g,ENERGI_kal,PROTEIN_g,LEMAK_g,KH_g,SERAT_g,ABU_g,KALSIUM_mg,FOSFOR_mg,BESI_mg,NATRIUM_mg,KALIUM_mg,TEMBAGA_mg,SENG_mg,RETINOL_mcg,BKAROTEN_mcg,KARTOTAL_mcg,THIAMIN_mg,RIBOFLAVIN_mg,NIASIN_mg,VIT_C_mg,BDD_pct
FP077,"Soto jeroan, masakan",Daging & Unggas,KZGMS- 1993,81.4,92,11.8,4.3,1.4,,,,,,1.9,,,,,,85,,440,,,
FP078,"Soto kudus, masakan",Daging & Unggas,KZGPI-1990,91.6,38,2.6,2.3,1.8,0.2,,,,,1.7,,,,,,23,,128,,,
FP079,"Soto madura, masakan",Daging & Unggas,KZGPI-1990,89.8,60,3.5,4.5,1.3,0.0,,,,,3.8,,,,,,26,,121,,,
FP080,"Soto padang, masakan",Daging & Unggas,KZGPI-1990,75.0,127,5.9,6.6,11.0,0.7,,,,,1.5,,,,,,12,,204,,,
FP081,"Soto pekalongan, masakan",Daging & Unggas,KZGPI-1990,83.8,94,3.0,6.8,5.1,0.3,,,,,2.0,,,,,,14,,119,,,
FP082,"Soto pemalang, masakan",Daging & Unggas,KZGPI-1990,86.0,75,3.6,5.2,3.5,0.0,,,,,2.1,,,,,,16,,30,,,
FP083,"Soto sukaraja, masakan",Daging & Unggas,KZGPI-1990,75.9,80,3.2,3.5,9.0,0.3,,,,,2.3,,,,,,12,,89,,,
FP084,"Soto sulung, masakan",Daging & Unggas,KZGPI-1990,88.1,86,2.3,8.5,0.0,0.0,,,,,2.9,,,,,,20,,105,,,
FP085,"Sukiyaki, masakan",Daging & Unggas,KZGMS- 1993,81.0,75,5.6,0.4,12.2,0.2,,,,,0.5,,,,,,41,,1200,,,
FP086,"Tedong pallu basa, masakan",Daging & Unggas,KZGMI-2001,81.7,83,10.4,3.4,2.8,,,,,,2.6,,,0.60,,,,,,,,
FP087,"Tikus rica, masakan",Daging & Unggas,KZGMI-2001,54.9,257,18.8,18.5,3.8,,,,,,6.5,,,0.50,,,674,,,,,
FP088,"Tinoransa, masakan",Daging & Unggas,KZGMI-2001,31.6,516,17.7,49.5,0.0,,,,,,3.5,,,0.10,,,710,,,,,
GR001,"Belut, segar","Ikan, Kerang & Udang",KZGMI-2001,81.5,70,14.6,0.8,1.0,0.0,,,,,1.5,55,,0.20,,,,,,0.12,7.7,
GR002,"Belut,laut, segar","Ikan, Kerang & Udang",KZGPI- 1990,79.5,93,12.8,1.5,6.1,0.0,,,,,3.0,33,,0.10,,51,,,,0.00,2.7,
GR003,"Cumi-cumi, segar","Ikan, Kerang & Udang",KZGPI- 1990,82.2,75,16.1,0.7,0.1,0.0,,,,,1.8,37,,1.60,,0,,,,0.00,2.5,
GR004,"Ikan bader, segar","Ikan, Kerang & Udang",DABM- 1964,66.0,193,19.0,13.0,0.0,0.0,,,,,0.4,118,,0.10,,45,,,,0.10,4.1,
GR005,"Ikan balong, segar","Ikan, Kerang & Udang",KZGPI- 1990,76.5,107,16.5,3.9,1.5,0.0,,,,,2.0,86,,0.50,,25,,,,0.10,2.5,
GR006,"Ikan bambangan, segar","Ikan, Kerang & Udang",KZGPI- 1990,73.7,112,20.0,1.3,3.7,0.0,,,,,3.0,148,,0.00,,0,,,,0.00,0.3,
GR007,"Ikan bandeng, segar","Ikan, Kerang & Udang",DABM- 1964,74.0,123,20.0,4.8,0.0,0.0,,,,,2.0,67,,0.00,,45,,,,0.10,6.0,
GR008,"Ikan banjar, segar","Ikan, Kerang & Udang",KZGPI- 1990,73.5,111,19.4,0.9,4.8,0.0,,,,,7.3,99,,0.20,,0,,,,0.20,7.3,
GR009,"Ikan baronang, segar","Ikan, Kerang & Udang",KZGMI-2001,80.0,78,14.5,0.6,3.7,0.0,,,,,3.8,26,,4.70,,732,,,,0.04,3.0,
GR010,"Ikan batung, segar","Ikan, Kerang & Udang",KZGMI-2001,75.7,115,14.5,4.6,4.2,0.0,,,,,0.0,42,,0.20,,,,,,0.04,1.1,
GR011,"Ikan baung, segar","Ikan, Kerang & Udang",KZGMI-2001,74.9,123,15.1,5.5,3.3,0.0,,,,,1.3,32,,0.10,,,,,,0.03,1.2,
GR012,"Ikan bawal, segar","Ikan, Kerang & Udang",DABM- 1964,78.0,91,19.0,1.7,0.0,0.0,,,,,2.0,129,,0.10,,45,,,,0.10,1.8,
GR013,"Ikan Belida, segar","Ikan, Kerang & Udang",KZGMI-2001,79.2,80,14.7,1.4,2.2,0.0,,,,,1.3,41,,0.00,,,,,,0.14,1.4,
GR014,"Ikan beunteur, segar","Ikan, Kerang & Udang",DABM- 1964,70.0,109,17.0,4.0,0.0,0.0,,,,,1.0,109,,0.60,,45,,,,0.10,2.6,
GR015,"Ikan biawan, segar","Ikan, Kerang & Udang",KZGMI-2001,79.1,90,14.9,2.5,2.1,0.0,,,,,1.0,35,,0.40,,,,,,0.03,2.9,
GR016,"Ikan bili, segar","Ikan, Kerang & Udang",KZGMI-2001,68.3,88,14.2,0.7,6.2,0.0,,,,,1.5,217,,0.00,,,,,,0.09,2.7,
GR017,"Ikan bubara, segar","Ikan, Kerang & Udang",KZGMI-2001,75.5,100,14.7,2.4,4.9,,,,,,0.4,390,,0.70,,,,,,,,
GR018,"Ikan bulan-bulan, segar","Ikan, Kerang & Udang",KZGMI-2001,66.7,134,25.5,1.3,5.0,,,,,,0.5,197,,0.10,,,,,,0.02,0.8,
GR019,"Ikan cakalang, segar","Ikan, Kerang & Udang",KZGMI-2001,73.0,107,19.6,0.7,5.5,0.0,,,,,2.9,66,,0.20,,386,,,,0.05,21.7,
GR020,"Ikan cakalang, hati, segar","Ikan, Kerang & Udang",KZGMI-2001,73.4,120,11.3,3.9,10.0,,,,,,0.9,420,,1.60,,,,,,,0.2,
GR021,"Ikan cakalang, jantung, segar","Ikan, Kerang & Udang",KZGMI-2001,76.3,116,11.2,1.2,10.2,,,,,,3.4,360,,0.50,,908,,,,,0.1,
GR022,"Ikan cakalang, perut, segar","Ikan, Kerang & Udang",KZGMI-2001,79.1,86,10.2,1.1,8.7,,,,,,2.1,230,,0.30,,,,,,,0.3,
GR023,"Ikan daun, segar","Ikan, Kerang & Udang",KZGMI-2001,78.6,101,11.5,4.1,4.6,0.0,,,,,0.8,,,,0.10,,,,0.08,0.07,0.1,
GR024,"Ikan ekor kuning, segar","Ikan, Kerang & Udang",KZGMI-2001,74.1,108,22.3,1.2,2.1,0.0,,,,,0.5,,,,0.10,,,,0.00,0.10,0.2,
GR025,"Ikan gabus, segar","Ikan, Kerang & Udang",KZGMI-2001,79.6,80,16.2,0.5,2.6,0.0,,,,,0.1,,,,0.30,,,,0.40,0.20,0.1,
GR026,"Ikan heu, segar","Ikan, Kerang & Udang",KZGMI-2001,75.6,81,10.0,1.6,6.6,,,,,,2.1,,,,0.10,,,,0.87,,0.2,
GR027,"Ikan hitam, segar","Ikan, Kerang & Udang",KZGMI-2001,78.2,101,10.3,3.7,6.7,0.0,,,,,0.4,,,,,,,,0.00,0.10,0.1,
GR028,"Ikan hiu, segar","Ikan, Kerang & Udang",KZGPI- 1990,85.7,57,10.7,0.3,2.2,0.0,,,,,2.0,,,,0.02,,,0.0,0.05,,,
GR029,"Ikan kacangan, segar","Ikan, Kerang & Udang",KZGPI- 1990,80.7,77,15.6,0.9,1.6,0.0,,,,,1.7,,,,,,,0.0,0.07,,,
GR030,"Ikan kakap, segar","Ikan, Kerang & Udang",DABM- 1964,77.0,92,20.0,0.7,0.0,0.0,,,,,1.0,,,,,,,,0.05,,,
GR031,"Ikan kakatua, segar","Ikan, Kerang & Udang",KZGMI-2001,79.7,82,11.4,1.2,6.4,,,,,,0.4,,,,0.10,,,,,,0.2,
GR032,"Ikan kalaban, segar","Ikan, Kerang & Udang",KZGMI-2001,80.3,77,16.4,0.7,1.3,0.0,,,,,0.9,,,,0.70,,,,0.16,0.15,1.9,
GR033,"Ikan kamera (kakap merah), segar","Ikan, Kerang & Udang",KZGMI-2001,78.5,86,19.7,0.8,0.0,0.0,,,,,0.3,,,,0.30,,,,,0.08,0.1,
GR034,"Ikan kapar, segar","Ikan, Kerang & Udang",KZGMI-2001,74.2,132,17.0,6.7,0.8,0.0,,,,,1.2,,,,0.90,,,,0.07,0.03,,
GR035,"Ikan kawalinya, segar","Ikan, Kerang & Udang",KZGMI-2001,76.1,110,12.6,4.2,5.4,,,,,,1.5,,,,0.20,,,,,,0.2,
GR036,"Ikan keru-keru, segar","Ikan, Kerang & Udang",KZGPI- 1990,77.2,93,16.5,2.1,0.8,0.0,,,,,2.4,,,,0.34,,,0.0,0.01,0.09,1.6,
GR037,"Ikan kima, segar","Ikan, Kerang & Udang",KZGMI-2001,82.1,70,10.8,0.7,5.2,,,,,,2.0,,,,0.50,,,,0.22,0.05,5.8,
GR038,"Ikan lais, segar","Ikan, Kerang & Udang",KZGPI- 1990,65.0,161,11.9,11.5,2.4,0.0,,,,,0.0,,,,,,,0.0,0.05,,,
GR039,"Ikan layang, segar","Ikan, Kerang & Udang",DABM- 1964,74.0,109,22.0,1.7,0.0,0.0,,,,,2.0,,,,,,,,0.05,,,
GR040,"Ikan layur, segar","Ikan, Kerang & Udang",KZGPI- 1990,80.1,82,18.0,1.0,0.4,0.0,,,,,2.2,,,,,,,0.0,0.04,,,
GR041,"Ikan lehoma, segar","Ikan, Kerang & Udang",KZGMI-2001,77.6,90,20.4,0.9,0.0,,,,,,0.7,,,,0.30,,,,0.32,0.03,0.2,
GR042,"Ikan lemuru, segar","Ikan, Kerang & Udang",DABM- 1964,76.0,112,20.0,3.0,0.0,0.0,,,,,1.0,,,,,,,,0.05,,,
GR043,"Ikan lidah, segar","Ikan, Kerang & Udang",KZGPI- 1990,78.3,104,15.6,3.2,2.0,0.0,,,,,2.0,,,,,,,0.0,0.03,,,
GR044,"Ikan malalugis, segar","Ikan, Kerang & Udang",KZGMI-2001,75.6,99,20.6,1.4,0.9,,,,,,0.5,,,,0.20,,,,0.30,0.02,0.5,
GR045,"Ikan mamar merah, segar","Ikan, Kerang & Udang",KZGMI-2001,75.0,115,15.3,4.0,4.4,0.0,,,,,1.6,,,,0.20,,,,0.20,0.10,0.1,
GR046,"Ikan mas, segar","Ikan, Kerang & Udang",DABM- 1964,80.0,86,16.0,2.0,0.0,0.0,,,,,2.0,,,,0.10,,,,0.05,0.10,2.6,
GR047,"Ikan mayong, segar","Ikan, Kerang & Udang",KZGPI- 1990,78.2,97,17.9,2.0,0.4,0.0,,,,,2.5,,,,,,,0.0,0.10,,,
GR048,"Ikan mujahir, segar","Ikan, Kerang & Udang",KZGPI- 1990,79.7,89,18.7,1.0,0.0,0.0,,,,,1.5,,,,0.00,,,5.0,0.03,0.10,2.0,
GR049,"Ikan nasu metti, segar","Ikan, Kerang & Udang",KZGMI-2001,65.3,154,16.8,5.0,10.5,,,,,,1.6,,,,0.20,,,,0.47,0.15,9.6,
GR050,"Ikan oci, kembung, segar","Ikan, Kerang & Udang",KZGMI-2001,71.4,125,21.3,3.4,2.2,,,,,,0.8,,,,0.20,,,,0.26,0.03,0.2,
GR051,"Ikan paling, segar","Ikan, Kerang & Udang",DABM- 1964,58.0,303,14.0,27.0,0.0,0.0,,,,,1.0,,,,,,,,0.10,,,
GR052,"Ikan papuyu/ betok, segar","Ikan, Kerang & Udang",KZGMI-2001,75.0,120,14.3,4.9,4.6,0.0,,,,,1.5,,,,0.80,,,,0.00,0.05,3.1,
GR053,"Ikan patin, segar","Ikan, Kerang & Udang",KZGMI-2001,74.4,132,17.0,6.6,1.1,0.0,,,,,1.6,,,,0.70,,,,0.20,0.03,1.7,
GR054,"Ikan pomo, segar","Ikan, Kerang & Udang",KZGMI-2001,68.3,147,22.5,5.2,2.6,,,,,,1.3,,,,0.20,,,,,,,
GR055,"Ikan puntin, segar","Ikan, Kerang & Udang",KZGMI-2001,81.1,76,14.4,1.1,2.2,,,,,,0.0,,,,0.10,,,,0.31,0.11,,
GR056,"Ikan saluang, segar","Ikan, Kerang & Udang",KZGMI-2001,74.8,113,13.9,4.9,3.4,0.0,,,,,1.9,,,,0.80,,,,0.21,0.02,1.8,
GR057,"Ikan sarden, segar","Ikan, Kerang & Udang",KZGMI-2001,72.7,109,19.9,1.8,3.4,0.0,,,,,1.3,,,,0.30,,,,0.26,0.03,4.4,
GR058,"Ikan selar, segar","Ikan, Kerang & Udang",DABM- 1964,75.4,100,18.8,2.2,0.0,0.0,,,,,0.5,,,,0.10,,,,0.37,0.20,3.4,
GR059,"Ikan sepat, segar","Ikan, Kerang & Udang",KZGMI-2001,78.8,84,15.2,0.6,4.7,0.0,,,,,2.1,,,,0.70,,,,0.16,0.03,1.9,
GR060,"Ikan sidat, segar","Ikan, Kerang & Udang",KZGPI- 1990,71.3,81,11.4,1.9,3.8,0.0,,,,,3.0,,,,0.00,,,0.0,0.00,0.40,3.2,
GR061,"Ikan sunu, segar","Ikan, Kerang & Udang",KZGMI-2001,75.5,111,13.3,3.4,6.7,,,,,,1.2,,,,0.00,,,,1.03,0.10,0.2,
GR062,"Ikan tahuman, segar","Ikan, Kerang & Udang",KZGMI-2001,77.4,88,15.9,0.9,4.1,0.0,,,,,0.0,,,,0.40,,,,0.20,0.25,1.6,
GR063,"Ikan tarmon, segar","Ikan, Kerang & Udang",KZGMI-2001,76.7,96,19.5,1.1,2.0,0.0,,,,,0.3,,,,0.10,,,,0.15,0.02,1.7,
GR064,"Ikan telan, segar","Ikan, Kerang & Udang",KZGMI-2001,75.3,95,15.8,0.7,6.5,0.0,,,,,0.2,,,,1.60,,,,0.18,0.02,1.9,
GR065,"Ikan tembang, segar","Ikan, Kerang & Udang",DABM- 1964,65.0,204,16.0,15.0,0.0,0.0,,,,,2.0,,,,0.40,,,,0.05,0.00,5.6,
GR066,"Ikan tempahas, segar","Ikan, Kerang & Udang",KZGMI-2001,78.9,101,15.1,4.1,1.0,0.0,,,,,0.0,,,,0.70,,,,0.02,0.05,1.5,
GR067,"Ikan terbang, segar","Ikan, Kerang & Udang",KZGMI-2001,76.1,98,19.6,1.7,1.0,0.0,,,,,0.6,,,,0.10,,,,0.00,0.10,0.1,
GR068,"Ikan teri, segar","Ikan, Kerang & Udang",KZGPI- 1990,80.0,74,10.3,1.4,4.1,0.0,,,,,3.9,,,,305.20,,,28.0,0.24,0.10,1.9,
GR069,"Ikan titang, segar","Ikan, Kerang & Udang",KZGMI-2001,78.8,82,17.4,0.4,2.3,0.0,,,,,1.8,,,,0.10,,,,0.64,0.03,1.5,
GR070,"Ikan tongkol, segar","Ikan, Kerang & Udang",KZGMI-2001,74.7,100,13.7,1.5,8.0,0.0,,,,,1.7,,,,0.20,,,,0.35,0.03,6.6,
GR071,"Ikan turi, segar","Ikan, Kerang & Udang",KZGMI-2001,76.9,96,19.2,2.0,0.2,,,,,,0.8,,,,0.10,,,,,,,
GR072,"Keong, segar","Ikan, Kerang & Udang",DABM- 1964,81.0,64,12.0,1.0,2.0,0.0,,,,,1.7,,,,0.37,,,,,,,
GR073,"Kepiting, segar","Ikan, Kerang & Udang",DABM- 1964,68.1,151,13.8,3.8,14.1,0.0,,,,,1.1,,,,,,,,0.05,,,
GR074,"Kerang, segar","Ikan, Kerang & Udang",KZGPI- 1990,78.2,101,14.4,2.6,3.9,0.0,,,,,15.6,,,,,,,0.0,0.01,,,
GR075,"Kodok, segar","Ikan, Kerang & Udang",DABM- 1964,81.9,73,16.4,0.3,0.0,0.0,,,,,1.1,,,,,,,,0.14,,,
GR076,"Kura-kura, segar","Ikan, Kerang & Udang",DABM- 1964,80.0,83,19.1,0.2,0.0,0.0,,,,,0.7,,,,,,,,0.20,,,
GR077,"Kuro, segar","Ikan, Kerang & Udang",KZGPI- 1990,79.9,87,16.0,2.2,1.0,0.0,,,,,1.0,,,,,,,0.0,0.04,,,
GR078,"Lokan, segar","Ikan, Kerang & Udang",KZGMI-2001,80.9,217,11.0,1.7,5.1,,,,,,10.9,,,,0.20,,,,0.45,0.07,,
GR079,"Rajungan, segar","Ikan, Kerang & Udang",KZGMI-2001,80.2,76,12.1,2.0,2.4,0.0,,,,,2.2,,,,1.70,,,,0.20,0.25,0.2,
GR080,"Rebon, udang kecil, segar","Ikan, Kerang & Udang",DABM- 1964,79.0,81,16.2,1.2,0.7,0.0,,,,,2.2,,,,0.70,,,,0.04,0.10,2.4,
GR081,Rusip,"Ikan, Kerang & Udang",KZGPI- 1990,58.5,110,11.5,2.0,11.7,0.0,,,,,7.1,,,,,,,0.0,0.04,,,
GR082,"Udang galah, segar","Ikan, Kerang & Udang",KZGMI-2001,79.0,81,16.5,0.3,3.0,0.0,,,,,0.7,,,,0.70,,,,0.24,0.03,2.9,
GR083,"Udang, besar, segar","Ikan, Kerang & Udang",KZGMI-2001,85.5,56,11.4,0.6,1.2,0.0,,,,,0.3,,,,0.40,,,,0.14,0.00,0.1,
GR084,"Udang, segar","Ikan, Kerang & Udang",DABM- 1964,75.0,91,21.0,0.2,0.1,0.0,,,,,8.0,,,,0.30,,,,0.01,0.40,3.7,
GP001,"Bekicot, dendeng, mentah","Ikan, Kerang & Udang",KZGPI- 1990,6.7,441,48.7,20.3,15.8,0.0,,,,,16.6,,,,,,,1408.0,0.56,,,
GP002,"Belut, goreng","Ikan, Kerang & Udang",KZGPI- 1990,11.2,417,25.9,19.4,32.0,0.0,,,,,4.9,,,,0.30,,,0.0,0.00,0.20,10.5,
GP003,"Cumi-cumi, goreng","Ikan, Kerang & Udang",KZGPI- 1990,54.2,265,40.6,10.1,0.0,0.0,,,,,2.7,,,,,,,0.0,0.09,0.00,6.3,
GP004,"Ikan asin, kering","Ikan, Kerang & Udang",DABM- 1964,40.0,193,42.0,1.5,0.0,0.0,,,,,0.0,,,,,,,,0.01,,,
GP005,"Ikan bandeng presto, masakan","Ikan, Kerang & Udang",KZGPI- 1990,45.3,296,17.1,20.3,11.3,0.0,,,,,1.9,,,,,,,400.0,0.14,,,
GP006,Ikan baung bakar,"Ikan, Kerang & Udang",KZGMI-2001,69.8,144,17.8,5.8,5.2,,,,,,0.0,,,,0.10,,,,0.00,0.00,1.3,
GP007,Ikan Belida bakar,"Ikan, Kerang & Udang",KZGMI-2001,68.2,128,18.0,3.0,7.2,0.0,,,,,0.0,,,,0.10,,,,1.80,0.17,1.5,
GP008,"Ikan cakalang asap, mentah","Ikan, Kerang & Udang",KZGMI-2001,56.9,204,34.2,5.6,1.9,,,,,,1.3,,,,0.30,,,,0.53,0.07,,
GP009,"Ikan cakalang asin, mentah","Ikan, Kerang & Udang",KZGPI- 1990,41.7,198,36.5,2.2,5.5,0.0,,,,,3.7,,,,,,,0.0,0.06,,,
GP010,"Ikan calo/ peda, mentah","Ikan, Kerang & Udang",KZGPI- 1990,71.3,81,11.4,1.9,3.8,0.0,,,,,22.6,,,,,,,0.0,0.00,,,
GP011,"Ikan Gabus asap, mentah","Ikan, Kerang & Udang",KZGMI-2001,26.4,261,38.1,2.3,21.9,0.0,,,,,2.9,,,,0.40,,,,0.10,0.10,14.5,
GP012,"Ikan Gabus, kering","Ikan, Kerang & Udang",DABM- 1964,24.0,268,58.0,4.0,0.0,0.0,,,100,,,,,,,,,0.10,,,,80
GP013,"Ikan gete, goreng","Ikan, Kerang & Udang",KZGMI-2001,44.7,267,23.1,19.4,0.2,,,,1240,,590,440.0,0.10,1.9,,,,,,,,
GP014,"Ikan hiu, kering","Ikan, Kerang & Udang",KZGMI-2001,23.1,298,46.3,3.6,20.2,,,,846,,957,1457.0,0.50,2.0,,,,0.84,,,,
GP015,"Ikan katombo, asin","Ikan, Kerang & Udang",KZGPI- 1990,44.7,162,31.7,2.8,0.3,0.0,,,609,,4393,342.2,2.80,,,,0.0,0.09,,,,70
GP016,"Ikan kayu, kering","Ikan, Kerang & Udang",KZGMI-2001,23.1,302,70.7,1.9,0.4,0.0,,,22,,345,1045.0,,1.8,,,,1.40,,,,
GP017,Ikan Lais bakar,"Ikan, Kerang & Udang",KZGMI-2001,69.4,147,17.5,6.5,5.4,,,,194,,142,209.0,,0.5,,,,,,,,
GP018,"Ikan lomak asin, mentah","Ikan, Kerang & Udang",KZGMI-2001,21.6,258,40.3,2.3,18.9,0.0,,,279,,6227,485.1,2.30,,,,,0.10,,,,
GP019,Ikan Mas pepes,"Ikan, Kerang & Udang",KZGPI- 1990,57.5,209,15.2,11.3,11.8,0.5,,,530,,74,276.7,0.10,1.9,,,315.0,0.13,,,,100
GP020,Ikan mujahir goreng,"Ikan, Kerang & Udang",KZGPI- 1990,44.7,416,46.9,23.9,0.0,0.0,,,654,,54,278.9,0.00,0.2,,,8.0,0.12,,,,100
GP021,Ikan Mujahir pepes,"Ikan, Kerang & Udang",KZGPI- 1990,73.7,121,21.7,2.8,0.8,0.0,,,248,,58,265.8,0.00,0.3,,,6.0,0.00,,,,100
GP022,"Ikan mujahir, dendeng, mentah","Ikan, Kerang & Udang",KZGPI- 1990,15.2,582,68.3,15.2,37.2,0.0,,,1699,,,,,,,,20.0,0.27,,,,100
GP023,"Ikan Papuyu, bakar","Ikan, Kerang & Udang",KZGMI-2001,66.6,152,17.6,6.1,6.7,0.0,,,227,,320,224.0,0.20,1.0,,,,,,,,
GP024,"Ikan Patin, bakar","Ikan, Kerang & Udang",KZGMI-2001,70.3,144,17.5,6.3,4.3,,,,232,,379,230.0,0.10,0.7,,,,,,,,
GP025,"Ikan peda banjar, mentah","Ikan, Kerang & Udang",DABM- 1964,46.0,156,28.0,4.0,2.0,0.0,,,316,,59,368.8,0.00,0.5,,,,0.10,,,,90
GP026,"Ikan pepetek, mentah","Ikan, Kerang & Udang",DABM- 60/64,33.0,176,32.0,4.4,2.0,0.0,,,200,,79,1.0,,,,,,0.05,,,,
GP027,"Ikan Pindang banjar, mentah","Ikan, Kerang & Udang",DABM- 60/64,59.0,157,28.0,4.2,1.8,0.0,,,100,,,,,,,,,0.10,,,,
GP028,"Ikan Pindang benggol, mentah","Ikan, Kerang & Udang",DABM- 60/64,57.0,170,31.0,4.2,0.0,0.0,,,100,,,,,,,,,0.10,,,,
GP029,"Ikan Pindang layang, mentah","Ikan, Kerang & Udang",DABM- 60/64,60.0,153,30.0,2.8,0.0,0.0,,,200,,,,,,,,,0.07,,,,
GP030,"Ikan Pindang selar, mentah","Ikan, Kerang & Udang",DABM- 60/64,60.0,142,27.0,3.0,0.0,0.0,,,200,,,,,,,,,0.07,,,,
GP031,"Ikan sale, mentah","Ikan, Kerang & Udang",BKP,8.5,534,40.2,39.3,4.9,2.0,,,1244,,673,673.0,0.30,2.6,,,0.0,0.02,,,,100
GP032,"Ikan sale lais, mentah","Ikan, Kerang & Udang",KZGPI- 1990,12.4,415,61.3,17.6,2.9,0.0,,,919,,381,488.0,17.60,1.0,,,0.0,0.03,,,,
GP033,"Ikan saluang, kering, mentah","Ikan, Kerang & Udang",KZGMI-2001,33.6,284,34.1,9.9,14.6,0.0,,,1103,,1767,263.0,1.30,18.7,,,,0.49,,,,
GP034,"Ikan sanggang, masakan","Ikan, Kerang & Udang",KZGMI-2001,42.6,240,21.7,7.7,20.7,,,,362,,2041,159.0,1.50,8.8,,,,0.51,,,,
GP035,"Ikan selar kuning, cue, mentah","Ikan, Kerang & Udang",DABM- 1964,59.0,138,27.0,3.3,0.0,0.0,,,,,2.0,,,,,,,,,0.10,,
GP036,"Ikan selar, kering, mentah","Ikan, Kerang & Udang",DABM- 60/64,43.0,194,38.0,3.5,0.0,0.0,,,,,1.0,,,,,,,,,0.01,,
GP037,"Ikan sepat, kering, mentah","Ikan, Kerang & Udang",DABM- 60/64,30.0,289,38.0,14.0,0.0,0.0,,,,,0.7,,,,,,,,,0.00,,
GP038,"Ikan sunu, asin, mentah","Ikan, Kerang & Udang",KZGMI-2001,34.7,199,34.1,3.8,7.1,,,,,,2.2,,,,0.10,3.2,,,,1.50,0.13,
GP039,"Ikan, tepung, mentah","Ikan, Kerang & Udang",KZGPI- 1990,4.3,316,60.1,6.5,22.4,0.0,,,,,16.6,,,,,,,,,0.00,,
GP040,"Ikan Teri nasi, kering, mentah","Ikan, Kerang & Udang",DABM- 60/64,34.5,144,32.5,0.6,0.0,0.0,,,,,3.0,,,,,,,,,0.10,,
GP041,"Ikan Teri, bubuk, mentah","Ikan, Kerang & Udang",DABM- 60/64,15.0,277,60.0,2.3,1.8,0.0,,,,,3.0,,,,,,,,,0.10,,
GP042,"Ikan teri, kering, mentah","Ikan, Kerang & Udang",DABM- 60/64,37.8,170,33.4,3.0,0.0,0.0,,,,,3.6,,,,,,,,,0.15,,
GP043,"Ikan Teri, kering, tawar, mentah","Ikan, Kerang & Udang",DABM- 60/64,16.7,331,68.7,4.2,0.0,0.0,,,,,23.4,,,,,,,,,0.10,,
GP044,"Ikan Teri, tepung, mentah","Ikan, Kerang & Udang",KZGPI- 1990,5.2,347,48.8,6.4,19.6,0.0,,,,,18.6,,,,,,,,,1.12,,
GP045,"Kerang, asap, mentah","Ikan, Kerang & Udang",KZGMI-2001,9.3,393,38.9,13.3,29.4,,,,,,8.5,,,,0.60,3.7,,,,0.30,1.70,
GP046,"Kerang, dendeng, mentah","Ikan, Kerang & Udang",KZGPI- 1990,18.3,357,41.1,10.0,25.6,0.0,,,,,5.2,,,,,,,,,0.27,,
GP047,"Rebon, kering, mentah","Ikan, Kerang & Udang",DABM- 60/64,21.6,299,59.4,3.6,3.2,0.0,,,,,21.4,,,,,,,,,0.06,,
GP048,"Rebung laut, mentah","Ikan, Kerang & Udang",KZGMI-2001,18.2,320,7.2,4.2,63.3,,,,,,6.6,,,,1.50,6.2,,,,0.00,0.00,
GP049,Sardines dalam kaleng,"Ikan, Kerang & Udang",DABM- 60/64,47.1,338,21.1,27.0,1.0,0.0,,,,,3.5,,,,,,,,,0.10,,
GP050,"Teripang, dendeng, mentah","Ikan, Kerang & Udang",KZGPI- 1990,12.5,462,39.1,32.4,3.5,0.0,,,,,96.4,,,,,,,,,1.37,0.00,
GP051,"Udang kering, mentah","Ikan, Kerang & Udang",KZGMI-2001,14.9,278,62.6,4.1,2.2,,,,,,5.2,,,,2.40,3.2,,,,,,
GP052,"Udang papay, mentah","Ikan, Kerang & Udang",KZGMI-2001,24.5,273,47.8,3.8,12.5,,,,,,2.4,,,,2.60,10.8,,,,,,
GP053,Abon haruwan,"Ikan, Kerang & Udang",KZGMI-2001,11.6,513,23.7,37.0,21.3,,,,,,0.5,,,,0.00,0.2,,,,,,
GP054,Abon ikan,"Ikan, Kerang & Udang",KZGMI-2001,6.4,435,27.2,20.2,36.1,,,,,,,,,,,,,,,,0.80,
GP055,"Betok wadi, masakan","Ikan, Kerang & Udang",KZGMI-2001,69.2,145,16.3,7.0,4.1,,,,,,1.8,,,,1.00,1.3,,,,0.22,,
GP056,"Bou ninahu ndamate, masakan","Ikan, Kerang & Udang",KZGMI-2001,79.5,79,6.3,1.0,1.1,,,,,,,,,,,,,,,0.10,0.00,
GP057,"Bouiki ninahu nggaluku, masakan","Ikan, Kerang & Udang",KZGMI-2001,,94,,10.8,5.3,,,,,,,,,,,0.50,0.03,,,,,
GP058,Cakalang asar (asap),"Ikan, Kerang & Udang",KZGMI-2001,,155,,10.2,1.6,,,2.1,,,,,,,,,0.70,,,,,
GP059,"Dendeng belut, goreng, masakan","Ikan, Kerang & Udang",KZGPI- 1990,,382,,8.0,14.0,,,15.4,,,,,,,1480,0.48,,,,,,
GP060,"Dendeng mujahir, goreng, masakan","Ikan, Kerang & Udang",KZGPI- 1990,,598,,9.2,13.1,,,7.4,,,,,,,25,0.19,,,,,,
GP061,Fillet o-fish,"Ikan, Kerang & Udang",KZGMS- 1993,,270,,19.3,1.5,,,1.8,,,,,,,580.0,0.59,,,,,,
